{-I(VDD)}
1.86146433e-12
2.71705698e-12
1.77773758e-11
2.81473688e-10
4.79917908e-09
7.58944589e-08
9.25774916e-07
6.64882397e-06
2.61528755e-05
6.37898337e-05
1.14062700e-04
1.70920533e-04
2.31330324e-04
2.93815827e-04
3.57500027e-04
4.21781415e-04
4.86216465e-04
5.50461012e-04
6.14232362e-04
2.05079105e-12
5.36598274e-12
5.42481666e-11
7.70822849e-10
1.10470692e-08
1.47245538e-07
1.56496191e-06
1.03976539e-05
3.89125688e-05
9.13610426e-05
1.59207458e-04
2.34271197e-04
3.12729322e-04
3.92870835e-04
4.73725876e-04
5.54621808e-04
6.35034393e-04
7.14514284e-04
7.92632095e-04
2.60360272e-12
2.16951108e-11
4.35617315e-10
6.19765001e-09
4.97690200e-08
2.96029330e-07
1.35693501e-06
4.08755808e-06
8.83046621e-06
1.56497729e-05
2.46010850e-05
3.57456534e-05
4.91336542e-05
6.47973927e-05
8.27502145e-05
1.02987280e-04
1.25486093e-04
1.50204384e-04
1.77070155e-04
2.62442957e-12
2.18004188e-11
4.04243525e-10
4.88113215e-09
3.49948719e-08
1.98985596e-07
8.45490894e-07
2.37196883e-06
4.93776609e-06
8.62108468e-06
1.35119083e-05
1.97122661e-05
2.73302118e-05
3.64783348e-05
4.72746458e-05
5.98440681e-05
7.43183232e-05
9.08272542e-05
1.09449600e-04
2.39120789e-12
1.58796494e-11
2.71325120e-10
3.00801740e-09
2.05959220e-08
1.14682391e-07
4.68808355e-07
1.27442527e-06
2.61404474e-06
4.54333835e-06
7.12942577e-06
1.04511175e-05
1.45978130e-05
1.96710128e-05
2.57875986e-05
3.30841340e-05
4.17199651e-05
5.18646301e-05
6.35441843e-05
2.15682239e-12
1.01387589e-11
1.57054461e-10
1.66332842e-09
1.11555263e-08
6.14709973e-08
2.46492487e-07
6.60372924e-07
1.34596549e-06
2.33618188e-06
3.67150434e-06
5.40047982e-06
7.58004623e-06
1.02774678e-05
1.35736537e-05
1.75677146e-05
2.23812119e-05
2.81429429e-05
3.47424652e-05
1.81876093e-12
2.00135338e-12
5.98541655e-12
9.25121373e-11
1.93209167e-09
3.76004148e-08
5.40461835e-07
4.24993440e-06
1.78614655e-05
4.58110434e-05
8.44907120e-05
1.29244585e-04
1.77618596e-04
2.28326667e-04
2.80558050e-04
3.33742448e-04
3.87459100e-04
4.41388168e-04
4.95278905e-04
1.82805768e-12
2.23624718e-12
1.18452231e-11
2.35135609e-10
5.12301525e-09
8.98384647e-08
9.24329035e-07
5.21858821e-06
1.82737383e-05
4.26016502e-05
7.57059579e-05
1.14829210e-04
1.58198223e-04
2.04614309e-04
2.53199293e-04
3.03287531e-04
3.54366586e-04
4.06036269e-04
4.57977905e-04
1.86798293e-12
3.27530775e-12
3.84447368e-11
8.71739812e-10
1.67464710e-08
1.91902988e-07
1.27248206e-06
5.82710766e-06
1.75671725e-05
3.71485942e-05
6.32502442e-05
9.46176294e-05
1.30249093e-04
1.69301844e-04
2.11054691e-04
2.54894035e-04
3.00301929e-04
3.46842549e-04
3.94147733e-04
2.18022551e-12
1.12951577e-11
2.30087988e-10
4.29327616e-09
4.66013751e-08
3.14858705e-07
1.65136395e-06
5.86545354e-06
1.40075899e-05
2.60417798e-05
4.17557644e-05
6.09503341e-05
8.34109469e-05
1.08895183e-04
1.37137125e-04
1.67856531e-04
2.00767612e-04
2.35585422e-04
2.72028686e-04
2.30267501e-12
8.55059490e-12
9.38878186e-11
1.25240853e-09
1.66375151e-08
2.05940159e-07
2.05962233e-06
1.32024688e-05
4.83477946e-05
1.11645745e-04
1.92262239e-04
2.80469307e-04
3.71903903e-04
4.64696016e-04
5.57794895e-04
6.50441406e-04
7.41993983e-04
8.31833073e-04
9.19269591e-04
3.73044252e-11
4.66066655e-10
5.56313325e-09
5.30943139e-08
3.57282126e-07
1.78836724e-06
6.67589349e-06
1.77136470e-05
3.59015085e-05
6.11652183e-05
9.32665593e-05
1.31965828e-04
1.76993468e-04
2.28032009e-04
2.84713312e-04
3.46609969e-04
4.13189989e-04
4.83651421e-04
5.56311760e-04
3.28074137e-11
4.01276133e-10
4.57924275e-09
3.99626792e-08
2.45740786e-07
1.15537095e-06
4.03589344e-06
1.01598614e-05
2.00354153e-05
3.38084896e-05
5.15993225e-05
7.35453582e-05
9.97865818e-05
1.30458775e-04
1.65693508e-04
2.05613139e-04
2.50293257e-04
2.99575559e-04
3.52063804e-04
2.22195658e-11
2.62378170e-10
2.90924388e-09
2.42030836e-08
1.42821595e-07
6.52215781e-07
2.20768931e-06
5.43206258e-06
1.06001640e-05
1.78496203e-05
2.73253919e-05
3.91977796e-05
5.36593685e-05
7.09275204e-05
