 0.00000000e+00,1.85733113e-12 
 1.00000000e-01,1.98796275e-12 
 2.00000000e-01,1.35995219e-11 
 3.00000000e-01,1.86597425e-10 
 4.00000000e-01,2.83002659e-09 
 5.00000000e-01,3.96764420e-08 
 6.00000000e-01,4.27839698e-07 
 7.00000000e-01,2.75345684e-06 
 8.00000000e-01,9.85659503e-06 
 9.00000000e-01,2.23188806e-05 
 1.00000000e+00,3.79544881e-05 
 1.10000000e+00,5.49779197e-05 
 1.20000000e+00,7.26161546e-05 
 1.30000000e+00,9.05404594e-05 
 1.40000000e+00,1.08576570e-04 
 1.50000000e+00,1.26614743e-04 
 1.60000000e+00,1.44580282e-04 
 1.70000000e+00,1.62420603e-04 
 1.80000000e+00,1.80097885e-04 
