 0.00000000e+00,2.03492908e-12 
 1.00000000e-01,5.76280538e-12 
 2.00000000e-01,7.08337388e-11 
 3.00000000e-01,1.17644769e-09 
 4.00000000e-01,1.82095468e-08 
 5.00000000e-01,2.22264265e-07 
 6.00000000e-01,1.87541267e-06 
 7.00000000e-01,8.96015859e-06 
 8.00000000e-01,2.43967431e-05 
 9.00000000e-01,4.74366000e-05 
 1.00000000e+00,7.67514347e-05 
 1.10000000e+00,1.11312639e-04 
 1.20000000e+00,1.50205760e-04 
 1.30000000e+00,1.92563603e-04 
 1.40000000e+00,2.37579033e-04 
 1.50000000e+00,2.84520666e-04 
 1.60000000e+00,3.32734808e-04 
 1.70000000e+00,3.81634666e-04 
 1.80000000e+00,4.30678653e-04 
