 0.00000000e+00,1.30597289e-09 
 1.00000000e-01,1.81873455e-08 
 2.00000000e-01,1.62709302e-07 
 3.00000000e-01,5.90299523e-07 
 4.00000000e-01,1.19911470e-06 
 5.00000000e-01,1.91940812e-06 
 6.00000000e-01,2.75587292e-06 
 7.00000000e-01,3.71559644e-06 
 8.00000000e-01,4.79913073e-06 
 9.00000000e-01,6.00394937e-06 
 1.00000000e+00,7.32666032e-06 
 1.10000000e+00,8.76383965e-06 
 1.20000000e+00,1.03122797e-05 
 1.30000000e+00,1.19690382e-05 
 1.40000000e+00,1.37314274e-05 
 1.50000000e+00,1.55969880e-05 
 1.60000000e+00,1.75634599e-05 
 1.70000000e+00,1.96287545e-05 
 1.80000000e+00,2.17909285e-05 
 1.90000000e+00,2.40481601e-05 
 2.00000000e+00,2.63987278e-05 
 2.10000000e+00,2.88409915e-05 
 2.20000000e+00,3.13733757e-05 
 2.30000000e+00,3.39943558e-05 
 2.40000000e+00,3.67024469e-05 
 2.50000000e+00,3.94961945e-05 
 2.60000000e+00,4.23741686e-05 
 2.70000000e+00,4.53349599e-05 
 2.80000000e+00,4.83771781e-05 
 2.90000000e+00,5.14994529e-05 
 3.00000000e+00,5.47004361e-05 
 3.10000000e+00,5.79788058e-05 
 3.20000000e+00,6.13332714e-05 
 3.30000000e+00,6.47625783e-05 
 3.40000000e+00,6.82655136e-05 
 3.50000000e+00,7.18409100e-05 
 3.60000000e+00,7.54876485e-05 
 3.70000000e+00,7.92046591e-05 
 3.80000000e+00,8.29909190e-05 
 3.90000000e+00,8.68454475e-05 
 4.00000000e+00,9.07672979e-05 
 4.10000000e+00,9.47555465e-05 
 4.20000000e+00,9.88092770e-05 
 4.30000000e+00,1.02927561e-04 
 4.40000000e+00,1.07109434e-04 
 4.50000000e+00,1.11353859e-04 
 4.60000000e+00,1.15659679e-04 
 4.70000000e+00,1.20025547e-04 
 4.80000000e+00,1.24449819e-04 
 4.90000000e+00,1.28930380e-04 
 5.00000000e+00,1.33464378e-04 
