{-I(VDD)}
4.63660228e-33
1.51698558e-44
-7.00064858e-44
-1.29161292e-42
-2.15014609e-41
-2.57209759e-40
-1.65161398e-39
-5.28154893e-39
-1.02032249e-38
-1.50994082e-38
-1.95672201e-38
-2.35707659e-38
-2.71376256e-38
-3.03025509e-38
-3.31001065e-38
-3.55635383e-38
-3.77243262e-38
-3.96119093e-38
-4.12535432e-38
