{-I(VDD)}
1.88689747e-12
2.80005850e-12
1.44727972e-11
1.60119904e-10
1.84677942e-09
1.83628575e-08
1.43432160e-07
6.94838504e-07
1.90351987e-06
3.65771582e-06
5.85361721e-06
8.46254586e-06
1.14724833e-05
1.48671160e-05
1.86245773e-05
2.27196564e-05
2.71255608e-05
3.18149373e-05
3.67604234e-05
