{-I(VDD)}
1.49535380e-11
1.71697248e-10
2.17765314e-09
2.69855019e-08
3.00689466e-07
2.48323608e-06
1.15641827e-05
2.90706058e-05
4.96888101e-05
7.02795604e-05
9.03045190e-05
1.09851528e-04
1.29033051e-04
1.47911596e-04
1.66516737e-04
1.84862183e-04
2.02954558e-04
2.20797231e-04
2.38391921e-04
