{-I(VDD)}
2.21346985e-07
3.15318173e-06
2.40662129e-05
6.96494220e-05
1.23219795e-04
1.81174948e-04
2.44592810e-04
3.13730626e-04
3.88279302e-04
4.67796248e-04
5.51858009e-04
6.40091868e-04
7.32171610e-04
8.27806024e-04
9.26728243e-04
1.02868793e-03
1.13344652e-03
1.24077526e-03
1.35045544e-03
1.46227995e-03
1.57605532e-03
1.69160314e-03
1.80876011e-03
1.92737608e-03
2.04730995e-03
2.16842329e-03
2.29057106e-03
2.41358746e-03
2.53726106e-03
2.66128431e-03
2.78513772e-03
2.90779177e-03
3.02687701e-03
3.13674165e-03
3.22863203e-03
3.30118846e-03
3.36098168e-03
3.41282308e-03
3.45905682e-03
3.50092958e-03
3.53921561e-03
3.57445588e-03
3.60705609e-03
3.63733847e-03
3.66556522e-03
3.69195488e-03
3.71669255e-03
3.73993686e-03
3.76182512e-03
3.78247711e-03
3.80199801e-03
