{-I(VDD)}
2.71063315e-12
2.39864612e-11
5.44620418e-10
1.29108231e-08
2.70391094e-07
3.79068960e-06
2.78616925e-05
1.10495518e-04
2.62030122e-04
4.52927119e-04
6.59428429e-04
8.68491463e-04
1.07049971e-03
1.25407378e-03
1.40123606e-03
1.49327099e-03
1.54126868e-03
1.56995752e-03
1.59017117e-03
