{-I(VDD)}
1.81320962e-12
1.86944472e-12
2.90954268e-12
2.20367825e-11
3.65421973e-10
5.97665682e-09
7.47603390e-08
5.83957098e-07
2.84220953e-06
8.73964965e-06
1.88149521e-05
3.26077871e-05
4.96273740e-05
6.94651702e-05
9.17456309e-05
1.16111727e-04
1.42227737e-04
1.69783804e-04
1.98498302e-04
