{-I(VDD)}
2.05616748e-05
3.18476210e-05
4.22713447e-05
5.29562810e-05
6.41872796e-05
7.59475571e-05
8.81500043e-05
1.00704602e-04
1.13535139e-04
1.26580899e-04
1.39794420e-04
1.53138688e-04
1.66584695e-04
1.80109525e-04
1.93694895e-04
2.07326071e-04
2.20991050e-04
2.34679953e-04
2.48384559e-04
2.62097956e-04
2.75814272e-04
2.89528465e-04
3.03236161e-04
3.16933525e-04
3.30617163e-04
3.44284035e-04
3.57931395e-04
3.71556735e-04
3.85157744e-04
3.98732269e-04
4.12278288e-04
4.25793881e-04
4.39277215e-04
4.52726519e-04
