{-I(VDD)}
1.89886135e-12
3.97807505e-12
5.45769633e-11
1.27063362e-09
2.88319767e-08
5.24142928e-07
5.61987288e-06
3.34302986e-05
1.17750765e-04
2.63690974e-04
4.46789183e-04
6.47459044e-04
8.53554376e-04
1.05511686e-03
1.23935227e-03
1.38404891e-03
1.46837188e-03
1.51222193e-03
1.54012008e-03
