{-I(VDD)}
1.81111172e-12
1.82986730e-12
2.16482242e-12
8.13065442e-12
1.13197767e-10
1.88117322e-09
2.71484015e-08
2.66631761e-07
1.58115153e-06
6.16998142e-06
1.64117147e-05
3.23852754e-05
5.29798758e-05
7.72259893e-05
1.04389470e-04
1.33875386e-04
1.65183669e-04
1.97891327e-04
2.31641100e-04
