{-I(VDD)}
1.82663505e-12
2.16995950e-12
9.59115733e-12
1.69227325e-10
3.52782876e-09
6.78215181e-08
9.67172611e-07
8.04060459e-06
4.04476503e-05
1.26749618e-04
2.67081497e-04
4.41557207e-04
6.34348560e-04
8.34596486e-04
1.03250596e-03
1.21442497e-03
1.35472713e-03
1.43296120e-03
1.47546083e-03
