{-I(VDD)}
2.23240895e-12
9.05048726e-12
1.25438752e-10
2.07966738e-09
3.28353444e-08
4.21749556e-07
3.38596562e-06
1.49525063e-05
3.98628411e-05
7.51791044e-05
1.15876472e-04
1.59211156e-04
2.03927253e-04
2.49354056e-04
2.95071749e-04
3.40794132e-04
3.86316634e-04
4.31487308e-04
4.76188451e-04
