{-I(VDD)}
3.18156471e-08
4.49405102e-07
3.86307106e-06
1.31296885e-05
2.57553989e-05
4.05010083e-05
5.75063057e-05
7.68896383e-05
9.86348155e-05
1.22669700e-04
1.48909342e-04
1.77271146e-04
2.07678900e-04
2.40063128e-04
2.74360343e-04
3.10512029e-04
3.48463564e-04
3.88163198e-04
4.29561107e-04
4.72608572e-04
5.17257306e-04
5.63458957e-04
6.11164815e-04
6.60325742e-04
7.10892298e-04
7.62815062e-04
8.16045051e-04
8.70534181e-04
9.26235610e-04
9.83103857e-04
1.04109454e-03
1.10016359e-03
1.16026583e-03
1.22135262e-03
1.28336797e-03
1.34624158e-03
1.40987524e-03
1.47411352e-03
1.53867717e-03
1.60301343e-03
1.66605326e-03
1.72629872e-03
1.78285632e-03
1.83591459e-03
1.88598197e-03
1.93346638e-03
1.97865843e-03
2.02177671e-03
2.06299659e-03
2.10246536e-03
2.14031048e-03
