{-I(VDD)}
1.84520952e-12
2.32899723e-12
9.45139536e-12
1.13828925e-10
1.61720601e-09
2.19498112e-08
2.46918028e-07
1.81501153e-06
7.54678697e-06
1.91945141e-05
3.51635725e-05
5.32952075e-05
7.24705018e-05
9.21918139e-05
1.12194927e-04
1.32312051e-04
1.52427148e-04
1.72457155e-04
1.92341425e-04
