{-I(VDD)}
5.01047214e-06
3.17618818e-05
8.55649726e-05
1.47188260e-04
2.12086677e-04
2.81622726e-04
3.56411721e-04
4.36333043e-04
5.21030491e-04
6.10124755e-04
7.03271689e-04
8.00167469e-04
9.00539942e-04
1.00413885e-03
1.11072852e-03
1.22008369e-03
1.33198815e-03
1.44623567e-03
1.56263197e-03
1.68099697e-03
1.80116602e-03
1.92298941e-03
2.04632968e-03
2.17105648e-03
2.29703897e-03
2.42413468e-03
2.55217190e-03
2.68091699e-03
2.81000520e-03
2.93877486e-03
3.06582290e-03
3.18775615e-03
3.29682866e-03
3.38440146e-03
3.45311172e-03
3.51040484e-03
3.56051222e-03
3.60545516e-03
3.64634026e-03
3.68387167e-03
3.71854802e-03
3.75074809e-03
3.78077125e-03
3.80886347e-03
3.83522965e-03
3.86004346e-03
3.88345388e-03
3.90558991e-03
3.92656413e-03
3.94647542e-03
3.96541115e-03
