{-I(VDD)}
2.44903360e-12
1.05270445e-11
1.20370982e-10
1.59738065e-09
2.07081800e-08
2.42100502e-07
2.33386873e-06
1.61370039e-05
6.05888022e-05
1.35850453e-04
2.29672632e-04
3.34108214e-04
4.44681302e-04
5.58209965e-04
6.72124922e-04
7.84224694e-04
8.92457344e-04
9.94636761e-04
1.08805209e-03
