{-I(VDD)}
1.84614804e-12
2.30556646e-12
8.54346571e-12
9.04833729e-11
1.06377998e-09
1.04480072e-08
7.51960882e-08
3.10282881e-07
7.65237691e-07
1.40915843e-06
2.22179669e-06
3.19690655e-06
4.32995790e-06
5.61461994e-06
7.04278927e-06
8.60516336e-06
1.02916905e-05
1.20918627e-05
1.39949018e-05
