{-I(VDD)}
7.64686720e-08
9.85639785e-07
8.20696105e-06
2.81855640e-05
5.51702063e-05
8.57426815e-05
1.20090871e-04
1.58479584e-04
2.00858709e-04
2.47042414e-04
2.96816706e-04
3.49977329e-04
4.06338700e-04
4.65733216e-04
5.28007940e-04
5.93020927e-04
6.60637935e-04
7.30729760e-04
8.03170312e-04
8.77835466e-04
9.54602685e-04
1.03335132e-03
1.11396345e-03
1.19632492e-03
1.28032643e-03
1.36586414e-03
1.45283956e-03
1.54115846e-03
1.63072863e-03
1.72145618e-03
1.81323983e-03
1.90596142e-03
1.99946829e-03
2.09353672e-03
2.18778779e-03
2.28147851e-03
2.37299416e-03
2.45911804e-03
2.53633555e-03
2.60459671e-03
2.66606517e-03
2.72241650e-03
2.77464454e-03
2.82337953e-03
2.86907051e-03
2.91206173e-03
2.95263156e-03
2.99101244e-03
3.02740259e-03
3.06197358e-03
3.09487546e-03
