{-I(VDD)}
1.94627485e-12
3.68016787e-12
2.74338478e-11
3.50818894e-10
4.65447486e-09
5.75995733e-08
5.73439206e-07
3.65544293e-06
1.34488307e-05
3.14894462e-05
5.50541269e-05
8.13758843e-05
1.09091756e-04
1.37572396e-04
1.66464254e-04
1.95533727e-04
2.24615061e-04
2.53587098e-04
2.82359488e-04
