{-I(VDD)}
2.08306100e-06
9.57261001e-06
1.91044207e-05
2.78138080e-05
3.62944740e-05
4.49952016e-05
5.40492826e-05
6.34539219e-05
7.31639896e-05
8.31279599e-05
9.32992161e-05
1.03638493e-04
1.14113512e-04
1.24697916e-04
1.35370157e-04
1.46112542e-04
1.56910455e-04
1.67751732e-04
1.78626173e-04
1.89525162e-04
2.00441356e-04
2.11368452e-04
2.22300994e-04
2.33234217e-04
2.44163929e-04
2.55086412e-04
2.65998338e-04
2.76896704e-04
2.87778780e-04
2.98642059e-04
3.09484224e-04
3.20303112e-04
3.31096690e-04
3.41863028e-04
