FREQ,{VDB(D)}
1.00000000e+00,-1.47791401e+01
1.25892541e+00,-1.47791401e+01
1.58489319e+00,-1.47791401e+01
1.99526231e+00,-1.47791401e+01
2.51188643e+00,-1.47791401e+01
3.16227766e+00,-1.47791401e+01
3.98107171e+00,-1.47791401e+01
5.01187234e+00,-1.47791401e+01
6.30957344e+00,-1.47791401e+01
7.94328235e+00,-1.47791401e+01
1.00000000e+01,-1.47791401e+01
1.25892541e+01,-1.47791401e+01
1.58489319e+01,-1.47791401e+01
1.99526231e+01,-1.47791401e+01
2.51188643e+01,-1.47791401e+01
3.16227766e+01,-1.47791401e+01
3.98107171e+01,-1.47791401e+01
5.01187234e+01,-1.47791401e+01
6.30957344e+01,-1.47791401e+01
7.94328235e+01,-1.47791401e+01
1.00000000e+02,-1.47791401e+01
1.25892541e+02,-1.47791401e+01
1.58489319e+02,-1.47791401e+01
1.99526231e+02,-1.47791401e+01
2.51188643e+02,-1.47791401e+01
3.16227766e+02,-1.47791401e+01
3.98107171e+02,-1.47791401e+01
5.01187234e+02,-1.47791401e+01
6.30957344e+02,-1.47791401e+01
7.94328235e+02,-1.47791401e+01
1.00000000e+03,-1.47791401e+01
1.25892541e+03,-1.47791401e+01
1.58489319e+03,-1.47791401e+01
1.99526231e+03,-1.47791401e+01
2.51188643e+03,-1.47791401e+01
3.16227766e+03,-1.47791401e+01
3.98107171e+03,-1.47791401e+01
5.01187234e+03,-1.47791401e+01
6.30957344e+03,-1.47791401e+01
7.94328235e+03,-1.47791401e+01
1.00000000e+04,-1.47791401e+01
1.25892541e+04,-1.47791401e+01
1.58489319e+04,-1.47791401e+01
1.99526231e+04,-1.47791401e+01
2.51188643e+04,-1.47791401e+01
3.16227766e+04,-1.47791401e+01
3.98107171e+04,-1.47791401e+01
5.01187234e+04,-1.47791401e+01
6.30957344e+04,-1.47791400e+01
7.94328235e+04,-1.47791400e+01
1.00000000e+05,-1.47791399e+01
1.25892541e+05,-1.47791398e+01
1.58489319e+05,-1.47791397e+01
1.99526231e+05,-1.47791394e+01
2.51188643e+05,-1.47791390e+01
3.16227766e+05,-1.47791384e+01
3.98107171e+05,-1.47791374e+01
5.01187234e+05,-1.47791358e+01
6.30957344e+05,-1.47791333e+01
7.94328235e+05,-1.47791293e+01
1.00000000e+06,-1.47791230e+01
1.25892541e+06,-1.47791131e+01
1.58489319e+06,-1.47790972e+01
1.99526231e+06,-1.47790722e+01
2.51188643e+06,-1.47790325e+01
3.16227766e+06,-1.47789695e+01
3.98107171e+06,-1.47788697e+01
5.01187234e+06,-1.47787116e+01
6.30957344e+06,-1.47784610e+01
7.94328235e+06,-1.47780638e+01
1.00000000e+07,-1.47774344e+01
1.25892541e+07,-1.47764371e+01
1.58489319e+07,-1.47748569e+01
1.99526231e+07,-1.47723536e+01
2.51188643e+07,-1.47683891e+01
3.16227766e+07,-1.47621132e+01
3.98107171e+07,-1.47521852e+01
5.01187234e+07,-1.47364966e+01
6.30957344e+07,-1.47117475e+01
7.94328235e+07,-1.46728094e+01
1.00000000e+08,-1.46118030e+01
1.25892541e+08,-1.45168364e+01
1.58489319e+08,-1.43704535e+01
1.99526231e+08,-1.41481094e+01
2.51188643e+08,-1.38174979e+01
3.16227766e+08,-1.33401839e+01
3.98107171e+08,-1.26770910e+01
5.01187234e+08,-1.17978128e+01
6.30957344e+08,-1.06903273e+01
7.94328235e+08,-9.36541575e+00
1.00000000e+09,-7.85270329e+00
1.25892541e+09,-6.19110279e+00
1.58489319e+09,-4.41936289e+00
1.99526231e+09,-2.57035069e+00
2.51188643e+09,-6.69261665e-01
3.16227766e+09,1.26575190e+00
3.98107171e+09,3.22200784e+00
5.01187234e+09,5.19062329e+00
6.30957344e+09,7.16506399e+00
7.94328235e+09,9.13994103e+00
1.00000000e+10,1.11099604e+01
1.25892541e+10,1.30688939e+01
1.58489319e+10,1.50084429e+01
1.99526231e+10,1.69169150e+01
2.51188643e+10,1.87777603e+01
3.16227766e+10,2.05682974e+01
3.98107171e+10,2.22594334e+01
5.01187234e+10,2.38176334e+01
6.30957344e+10,2.52101093e+01
7.94328235e+10,2.64122851e+01
1.00000000e+11,2.74138487e+01
1.25892541e+11,2.82196109e+01
1.58489319e+11,2.88456813e+01
1.99526231e+11,2.93149829e+01
2.51188643e+11,2.96542123e+01
3.16227766e+11,2.98912119e+01
3.98107171e+11,3.00520830e+01
5.01187234e+11,3.01588947e+01
6.30957344e+11,3.02287562e+01
7.94328235e+11,3.02740994e+01
1.00000000e+12,3.03035740e+01
