{-I(VDD)}
2.02127336e-12
5.10448706e-12
5.30156388e-11
7.87685335e-10
1.15040352e-08
1.44027854e-07
1.25632585e-06
6.65611062e-06
2.13009224e-05
4.57076621e-05
7.68160789e-05
1.12152623e-04
1.50238682e-04
1.90120617e-04
2.31130719e-04
2.72784228e-04
3.14722600e-04
3.56675847e-04
3.98435925e-04
