{-I(VDD)}
2.64564142e-12
1.12661011e-11
1.08687050e-10
1.20498031e-09
1.33700138e-08
1.42520475e-07
1.35627058e-06
1.02587588e-05
5.42325237e-05
1.74056157e-04
3.64044532e-04
5.91732418e-04
8.35537378e-04
1.07897359e-03
1.29429156e-03
1.42927365e-03
1.49232165e-03
1.52957389e-03
1.55552934e-03
