{-I(VDD)}
8.00980782e-12
1.51472882e-10
3.60024714e-09
8.48647397e-08
1.83142582e-06
2.84075635e-05
2.13530768e-04
7.27064531e-04
1.43241943e-03
1.69359573e-03
1.73043465e-03
1.74681371e-03
1.75633714e-03
1.76259822e-03
1.76702651e-03
1.77031530e-03
1.77284469e-03
1.77484158e-03
1.77645019e-03
